,topic,tweet,tweet_stemmed
11346,obesity,"Ah, culinary colonialism. In the ‘50s, as US turkey demand soared, one part of the bird was too “gross” for Americans—the fat-laden tail. Growers dumped tons of turkey ass on American Samoa, who soon ate 44lbs/capita/year—accelerating its obesity epidemic.
t.co/nNswjrkdQg","['ah', 'culinari', 'coloni', 'us', 'turkey', 'demand', 'soar', 'one', 'part', 'bird', 'gross', 'american', 'fatladen', 'tail', 'grower', 'dump', 'ton', 'turkey', 'ass', 'american', 'samoa', 'soon', 'ate', 'lbscapitayear', 'acceler', 'obes', 'epidem', 'tconnswjrkdqg']"
11347,obesity,Do you want to make a good gift at these parties? Give the book THE PHILLIPS METHOD TO STOP SMOKING A present for the whole life t.co/eQ4X9dcGhi #MethodsToStopSmoking #FightAgainstCancer #Obesity #Cancer #Selfhelp @phillipsjones13 @phillipsjones14 @MikoAucarod,"['want', 'make', 'good', 'gift', 'parti', 'give', 'book', 'phillip', 'method', 'stop', 'smoke', 'present', 'whole', 'life', 'tcoeqxdcghi', 'methodstostopsmok', 'fightagainstcanc', 'obes', 'cancer', 'selfhelp', 'phillipsjon', 'phillipsjon', 'mikoaucarod']"
11353,obesity,Effect of Diet and Exercise on Knee Pain in Patients With Osteoarthritis and Overweight or Obesity t.co/QrgR9SCqdW via @JAMA_current part of @JAMANetwork t.co/wsEUjmskGJ,"['effect', 'diet', 'exercis', 'knee', 'pain', 'patient', 'osteoarthr', 'overweight', 'obes', 'tcoqrgrscqdw', 'via', 'jamacurr', 'part', 'jamanetwork', 'tcowseujmskgj']"
11354,obesity,Displacing obesity abruptly will begin in cleaning up your well-being using the facts listed in our online video t.co/EGy4fuPPCo,"['displac', 'obes', 'abruptli', 'begin', 'clean', 'wellb', 'use', 'fact', 'list', 'onlin', 'video', 'tcoegyfuppco']"
11357,obesity,"Prader-Willi syndrome:the Paternal allele is mitated
HHHO syndrome:
Hypomentia
Hypogonadism
Hypotonia
Obesity","['praderwilli', 'syndrometh', 'patern', 'allel', 'mitat', 'hhho', 'syndrom', 'hypomentia', 'hypogonad', 'hypotonia', 'obes']"
11360,obesity,"New case:
Patient is delusional -  despite morbid obesity claims to be able to fit down small vertical spaces.
Visible alcohol flush, but claims to eat a diet consisting only of milk and cookies.
Frequent extended exposure to livestock

DDX go","['new', 'case', 'patient', 'delusion', 'despit', 'morbid', 'obes', 'claim', 'abl', 'fit', 'small', 'vertic', 'space', 'visibl', 'alcohol', 'flush', 'claim', 'eat', 'diet', 'consist', 'milk', 'cooki', 'frequent', 'extend', 'exposur', 'livestock', 'ddx', 'go']"
11365,obesity,so fricking tired of this narrative that the mere existence of fat &amp; obese people= glorification of obesity t.co/MX8x8g6lGg,"['frick', 'tire', 'narr', 'mere', 'exist', 'fat', 'amp', 'obes', 'peopl', 'glorif', 'obes', 'tcomxxglgg']"
11367,obesity,Loneliness is a greater hazard than obesity.,"['loneli', 'greater', 'hazard', 'obes']"
11369,obesity,@RichardHanania Drugs will probably do more for obesity than anything else.,"['richardhanania', 'drug', 'probabl', 'obes', 'anyth', 'els']"
11371,obesity,Addressing childhood obesity also supports US military readiness t.co/Lgkce9PUi3,"['address', 'childhood', 'obes', 'also', 'support', 'us', 'militari', 'readi', 'tcolgkcepui']"
11381,obesity,"@libertyF7R8 @cathyob1 @Mollyploofkins FALSE. While the US does have a serious problem with obesity, we are not the “fattest country of any other”.  Eleven other nations have a higher rate of obesity. Nauru is #1 with 61% of its population obese, Kuwait #11, 37.9%, US #12 at 36.2%","['libertyfr', 'cathyob', 'mollyploofkin', 'fals', 'us', 'seriou', 'problem', 'obes', 'fattest', 'countri', 'eleven', 'nation', 'higher', 'rate', 'obes', 'nauru', 'popul', 'obes', 'kuwait', 'us', '']"
11383,obesity,"One of the greatest crimes of USian civilization - the “Heart Attack Grill” of Las Vegas is responsible for killing at least four patrons with obesity alone. They sell among other items the 20,000 calorie “Octuple Bypass Burger”. t.co/ie5VSEorSy","['one', 'greatest', 'crime', 'usian', 'civil', 'heart', 'attack', 'grill', 'la', 'vega', 'respons', 'kill', 'least', 'four', 'patron', 'obes', 'alon', 'sell', 'among', 'item', 'calori', 'octupl', 'bypass', 'burger', 'tcoievseorsi']"
11387,obesity,"""The thinking went if people reduced saturated fat, they would replace it with healthy fruits and vegetables. Well, that was naive...it’s the overconsumption of carbohydrates, sugar and sweeteners that is chiefly responsible for obesity and Type 2 diabetes""t.co/OROZiBpUgW","['think', 'went', 'peopl', 'reduc', 'satur', 'fat', 'would', 'replac', 'healthi', 'fruit', 'veget', 'well', 'naiveit', 'overconsumpt', 'carbohydr', 'sugar', 'sweeten', 'chiefli', 'respons', 'obes', 'type', 'diabetestcoorozibpugw']"
11391,obesity,Is maternal obesity during scheduled cesarean delivery a risk factor for fetal acidosis?  t.co/tblVFAdbWt #womenshealth maternalhealth #fetalhealth#meded #foamed,"['matern', 'obes', 'schedul', 'cesarean', 'deliveri', 'risk', 'factor', 'fetal', 'acidosi', 'tcotblvfadbwt', 'womenshealth', 'maternalhealth', 'fetalhealthmed', 'foam']"
11396,obesity,"The January Issue of @TheLancetEndo is now online, featuring #ChildhoodCancer, #bone health, #pharmacogenomics, #GLP-1 receptor agonists, #CGM, #obesity, #multimorbidity, #COVID19, #vitaminD, #teplizumab, #T1D, #osteoporosis, #nurses, #diabilities &amp; more t.co/ft8CFDeSQz t.co/B85GbMSydj","['januari', 'issu', 'thelancetendo', 'onlin', 'featur', 'childhoodcanc', 'bone', 'health', 'pharmacogenom', 'glp', 'receptor', 'agonist', 'cgm', 'obes', 'multimorbid', 'covid', 'vitamind', 'teplizumab', 'td', 'osteoporosi', 'nurs', 'diabil', 'amp', 'tcoftcfdesqz', 'tcobgbmsydj']"
11397,obesity,"3/3 Abstract (end)
But exactly because these diseases (menopause, prostate enlargement, obesity, atherosclerosis, hypertension, diabetes, presbyopia and others) are partially quasi-programmed, they can be delayed by slowing aging. Is aging a disease? The answer is startling","['', 'abstract', 'end', 'exactli', 'diseas', 'menopaus', 'prostat', 'enlarg', 'obes', 'atherosclerosi', 'hypertens', 'diabet', 'presbyopia', 'other', 'partial', 'quasiprogram', 'delay', 'slow', 'age', 'age', 'diseas', 'answer', 'startl']"
11398,obesity,"Health officials revise tool to track severe obesity in kids

t.co/6mdGH5NqE8 t.co/CXG0bBfieP","['health', 'offici', 'revis', 'tool', 'track', 'sever', 'obes', 'kid', 'tcomdghnq', 'tcocxgbbfiep']"
11400,obesity,Health officials revise tool to track severe obesity in kids - The Associated Press - en Español: Health officials revise tool to track severe obesity in kids  The Associated Press - en Español t.co/aCWsLNDV8Q #AndyVermautLovesAP #Whatsapp0032499357495,"['health', 'offici', 'revis', 'tool', 'track', 'sever', 'obes', 'kid', 'associ', 'press', 'en', 'español', 'health', 'offici', 'revis', 'tool', 'track', 'sever', 'obes', 'kid', 'associ', 'press', 'en', 'español', 'tcoacwslndvq', 'andyvermautlovesap', 'whatsapp']"
11413,obesity,"Further evidence that the #microbiome may modulate our metabolic state and #obesity as it does in mice

Lactobacillus reuteri J1 prevents #obesity by altering the gut microbiota and regulating bile acid metabolism in obese mice - Food &amp; Function  t.co/oPoA1NTGhY","['evid', 'microbiom', 'may', 'modul', 'metabol', 'state', 'obes', 'mice', 'lactobacillu', 'reuteri', 'j', 'prevent', 'obes', 'alter', 'gut', 'microbiota', 'regul', 'bile', 'acid', 'metabol', 'obes', 'mice', 'food', 'amp', 'function', 'tcoopoantghi']"
11415,obesity,"Why are the rates of obesity, autism, and other diseases skyrocketing?","['rate', 'obes', 'autism', 'diseas', 'skyrocket']"
11417,obesity,"@nicknorwitz @JeffryGerberMD Really sad to see this rather than showing people how to fight obesity in 3 simple steps. 

1. Avoid toxic vegetable/seed oils

2. Low processed Carbs

3. Intermittent Fasting built on solid base of TRE

""OBESITY IS A HORMONAL, NOT A CALORIC IMBALANCE""","['nicknorwitz', 'jeffrygerbermd', 'realli', 'sad', 'see', 'rather', 'show', 'peopl', 'fight', 'obes', 'simpl', 'step', 'avoid', 'toxic', 'vegetablese', 'oil', 'low', 'process', 'carb', 'intermitt', 'fast', 'built', 'solid', 'base', 'tre', 'obes', 'hormon', 'calor', 'imbal']"
11419,obesity,"El World Obesity Atlas 2022, comparte un panorama muy preocupante para la salud mundial: mil millones de personas en todo el mundo vivirán con obesidad para 2030. t.co/WX3zoNgWBK t.co/5khJX8frBN","['el', 'world', 'obes', 'atla', 'compart', 'un', 'panorama', 'muy', 'preocupant', 'para', 'la', 'salud', 'mundial', 'mil', 'millon', 'de', 'persona', 'en', 'todo', 'el', 'mundo', 'vivirán', 'con', 'obesidad', 'para', 'tcowxzongwbk', 'tcokhjxfrbn']"
11424,obesity,"Why this analysis, you may ask? Well, the 2017 guideline contained new normative BP values for children and adolescents that were generated after removing children with overweight and obesity from the database  2/
t.co/rfGhcXEkP1 t.co/6Upvm6jKzI","['analysi', 'may', 'ask', 'well', 'guidelin', 'contain', 'new', 'norm', 'bp', 'valu', 'children', 'adolesc', 'gener', 'remov', 'children', 'overweight', 'obes', 'databas', 'tcorfghcxekp', 'tcoupvmjkzi']"
11428,obesity,"When doctors tell patients living with obesity to lose weight, their guidance is generally vague, superficial and often not supported by science t.co/gUDbWEl7hX","['doctor', 'tell', 'patient', 'live', 'obes', 'lose', 'weight', 'guidanc', 'gener', 'vagu', 'superfici', 'often', 'support', 'scienc', 'tcogudbwelhx']"
11429,obesity,"Anyone here a hoarder, and willing to admit it? 

Anyone here been in the home of a hoarder?

What a fascinating disorder. I'm watching the reality show, Hoarders. It's no different than alcoholism, drug addiction, or morbid obesity in my opinion.","['anyon', 'hoarder', 'will', 'admit', 'anyon', 'home', 'hoarder', 'fascin', 'disord', 'im', 'watch', 'realiti', 'show', 'hoarder', 'differ', 'alcohol', 'drug', 'addict', 'morbid', 'obes', 'opinion']"
11432,obesity,"@engineers_feed Hollywood, McDonald’s, Guns, Race Issues, Obesity. 

And baseball and apple pie and the ability to dream big. 

🤷‍♀️","['engineersfe', 'hollywood', 'mcdonald', 'gun', 'race', 'issu', 'obes', 'basebal', 'appl', 'pie', 'abil', 'dream', 'big', '']"
11433,obesity,"This month, we’re highlighting wellness tips to help you kick off 2023 on the right foot. Your body’s nutritional needs evolve. As you age, consider pescatarian or plant-based diets to help reduce your risk of obesity, #heartdisease, &amp; #hypertension. #medicalresearch #research t.co/DDVKq1an2q","['month', 'highlight', 'well', 'tip', 'help', 'kick', 'right', 'foot', 'bodi', 'nutrit', 'need', 'evolv', 'age', 'consid', 'pescatarian', 'plantbas', 'diet', 'help', 'reduc', 'risk', 'obes', 'heartdiseas', 'amp', 'hypertens', 'medicalresearch', 'research', 'tcoddvkqanq']"
11435,obesity,"Top #Microbiome story: Effectiveness of Fecal Microbiota Transplantation for Weight Loss in Patients With Obesity Undergoing Bariatric Surgery: A Randomized Clinical Trial - PubMed t.co/AUU9KtR8kg, see more t.co/g0I5C2Du4v","['top', 'microbiom', 'stori', 'effect', 'fecal', 'microbiota', 'transplant', 'weight', 'loss', 'patient', 'obes', 'undergo', 'bariatr', 'surgeri', 'random', 'clinic', 'trial', 'pubm', 'tcoauuktrkg', 'see', 'tcogicduv']"
11437,obesity,"@nycplayed @WardQNormal Two, obesity rates have continued to increase throughout the developed world despite higher health spending. t.co/6H2zpzFpAg","['nycplay', 'wardqnorm', 'two', 'obes', 'rate', 'continu', 'increas', 'throughout', 'develop', 'world', 'despit', 'higher', 'health', 'spend', 'tcohzpzfpag']"
11439,obesity,obesity is a problem but it isn’t THE problem. it is the result of a much bigger problem. correcting your diet and getting jacked is your best shot at fixing the problem. you’re not guaranteed to succeed but that’s just life.,"['obes', 'problem', 'problem', 'result', 'much', 'bigger', 'problem', 'correct', 'diet', 'get', 'jack', 'best', 'shot', 'fix', 'problem', 'guarante', 'succeed', 'life']"
11441,obesity,Very interesting negative randomised trial. Fecal Microbiota Transplantation in Patients With Obesity Undergoing Bariatric Surgery t.co/y4yxsIhy9P via @JAMANetworkOpen part of @JAMANetwork,"['interest', 'neg', 'randomis', 'trial', 'fecal', 'microbiota', 'transplant', 'patient', 'obes', 'undergo', 'bariatr', 'surgeri', 'tcoyyxsihyp', 'via', 'jamanetworkopen', 'part', 'jamanetwork']"
11443,obesity,"Filmmakers for ""The Whale"" say they made an empathetic portrait of a man with severe obesity. Critics are calling it exploitative. t.co/IgtLRULEau","['filmmak', 'whale', 'say', 'made', 'empathet', 'portrait', 'man', 'sever', 'obes', 'critic', 'call', 'exploit', 'tcoigtlruleau']"
11446,obesity,"@BarryHunt008 @DrToddLee I’m sorry if this sounds unkind, but losing weight would provide you with many more health benefits than continual mask wearing. 

It is well established that obesity is a risk factor for doing poorly when you get COVID (as you inevitably will).","['barryhunt', 'drtoddle', 'sorri', 'sound', 'unkind', 'lose', 'weight', 'would', 'provid', 'mani', 'health', 'benefit', 'continu', 'mask', 'wear', 'well', 'establish', 'obes', 'risk', 'factor', 'poorli', 'get', 'covid', 'inevit']"
11455,obesity,Suffering obesity or overweight increases the strain and pressure on the abdominal muscles and makes them weaker and more prone to developing hernias,"['suffer', 'obes', 'overweight', 'increas', 'strain', 'pressur', 'abdomin', 'muscl', 'make', 'weaker', 'prone', 'develop', 'hernia']"
11456,obesity,"Umbilical hernia found during a bariatric surgery... 
How the overweight and obesity can influence the formation of a hernia?
#SoMe4Surgery @ASMBS @SAGES_Updates @AmCollSurgeons t.co/cSi9gkmXUt","['umbil', 'hernia', 'found', 'bariatr', 'surgeri', 'overweight', 'obes', 'influenc', 'format', 'hernia', 'somesurgeri', 'asmb', 'sagesupd', 'amcollsurgeon', 'tcocsigkmxut']"
11458,obesity,"@KobieThatcher Where were these “experts” during Covid? Obesity was a leading comorbidity, but it didn’t bother them then 🤔","['kobiethatch', 'expert', 'covid', 'obes', 'lead', 'comorbid', 'bother', '']"
11465,obesity,Type-2 Diabetes And Obesity: Why Controlling Your Weight Is Important When You Have Diabetes? - t.co/oZlhl5JlMH #GoogleAlerts,"['type', 'diabet', 'obes', 'control', 'weight', 'import', 'diabet', 'tcoozlhljlmh', 'googlealert']"
11469,obesity,"@pikeypilled fascinating, i didn’t know age of menarche had been falling for so long.  i originally thought the change might be a side effect of ppl getting fat but it’s clearly not that when overweight/obesity problem really only started mid 70s","['pikeypil', 'fascin', 'know', 'age', 'menarch', 'fall', 'long', 'origin', 'thought', 'chang', 'might', 'side', 'effect', 'ppl', 'get', 'fat', 'clearli', 'overweightobes', 'problem', 'realli', 'start', 'mid']"
11472,obesity,"@grego_great She’s upset that she had to pay extra for a larger seat in first class? Hell, she’s 3 times the size of an average sized adult…she should consider reducing her girth…no one is required to accommodate her morbid obesity","['gregogreat', 'upset', 'pay', 'extra', 'larger', 'seat', 'first', 'class', 'hell', 'time', 'size', 'averag', 'size', 'adult', 'consid', 'reduc', 'girth', 'one', 'requir', 'accommod', 'morbid', 'obes']"
11477,obesity,"'Ten other missense mutations found in individuals with severe obesity caused a partial LOF, predominantly by affecting the recruitment of β-arrestins.'","['ten', 'missens', 'mutat', 'found', 'individu', 'sever', 'obes', 'caus', 'partial', 'lof', 'predominantli', 'affect', 'recruit', 'βarrestin']"
11485,obesity,"What is the association between #obesity and different #stroke types? 
Prof Craig Anderson &amp; @XiaoyingChen_ provide a fresh insight in this new commentary published in @JAMANetworkOpen: 
✍️ t.co/OrMNjIvKiV

@strokefdn @ASHRAccelerator @AusStroke @SSA_Stroke @UNSWMedicine","['associ', 'obes', 'differ', 'stroke', 'type', 'prof', 'craig', 'anderson', 'amp', 'xiaoyingchen', 'provid', 'fresh', 'insight', 'new', 'commentari', 'publish', 'jamanetworkopen', 'tcoormnjivkiv', 'strokefdn', 'ashracceler', 'ausstrok', 'ssastrok', 'unswmedicin']"
11488,obesity,"@jordanbpeterson @MikhailaFuller Shame and guilt are the catalyst, carbs/sugars continuously perpetuate the problem. “Eat less move more” doesn’t work, the drastic increase in obesity shows this. Fixing my brain and going carnivore saved my life. #Carbs_Kill #Carnivore","['jordanbpeterson', 'mikhailaful', 'shame', 'guilt', 'catalyst', 'carbssugar', 'continu', 'perpetu', 'problem', 'eat', 'less', 'move', 'work', 'drastic', 'increas', 'obes', 'show', 'fix', 'brain', 'go', 'carnivor', 'save', 'life', 'carbskil', 'carnivor']"
11491,obesity,What do you believe is causing the obesity epidemic?,"['believ', 'caus', 'obes', 'epidem']"
11500,obesity,"Don’t anyone be under any illusions.

The Establishment Elites:

1. Didn’t abide by COVID rules

2. Never eat the processed obesity-promoting garbage that is foisted on everyone else

3. Laugh all the way to the bank

THEY get happier and richer, while YOU get unwell and poorer","['anyon', 'illus', 'establish', 'elit', 'abid', 'covid', 'rule', 'never', 'eat', 'process', 'obesitypromot', 'garbag', 'foist', 'everyon', 'els', 'laugh', 'way', 'bank', 'get', 'happier', 'richer', 'get', 'unwel', 'poorer']"
11502,obesity,"@mattyglesias “Testosterone levels have dropped 50%”

Citation needed. Based on what?

And there’s no way soy or microplastics would drop your testosterone levels like that. If Americans have lower testosterone levels, it’s because of higher levels obesity and a sedentary lifestyle.","['mattyglesia', 'testosteron', 'level', 'drop', 'citat', 'need', 'base', 'way', 'soy', 'microplast', 'would', 'drop', 'testosteron', 'level', 'like', 'american', 'lower', 'testosteron', 'level', 'higher', 'level', 'obes', 'sedentari', 'lifestyl']"
11505,obesity,"You can get extra strength, the best body plus along with bring down your obesity in the event that you you should utilize the following magic-formula t.co/JmENt3Xu3b","['get', 'extra', 'strength', 'best', 'bodi', 'plu', 'along', 'bring', 'obes', 'event', 'util', 'follow', 'magicformula', 'tcojmentxub']"
11509,obesity,"@Royston1983 I hope you're taking into account obesity,  fast processed food, alcohol abuse, other poor lifestyle choices. But no, you choose vaccines. 😒","['royston', 'hope', 'your', 'take', 'account', 'obes', 'fast', 'process', 'food', 'alcohol', 'abus', 'poor', 'lifestyl', 'choic', 'choos', 'vaccin', '']"
11514,obesity,@guppy4x i’m not telling u to normalize obesity but commenting on someone’s weight and talking down on them effects their mental health lmao  u cant call someone fat and ugly them preach ab mental health,"['guppyx', 'tell', 'u', 'normal', 'obes', 'comment', 'someon', 'weight', 'talk', 'effect', 'mental', 'health', 'lmao', 'u', 'cant', 'call', 'someon', 'fat', 'ugli', 'preach', 'ab', 'mental', 'health']"
11515,obesity,"Reminder: obesity was far more danger than covid before covid, during covid and after covid.  And, it is entirely within your control.","['remind', 'obes', 'far', 'danger', 'covid', 'covid', 'covid', 'covid', 'entir', 'within', 'control']"
11516,obesity,"Eagles: #TackleYourHealth with our partner @novonordiskus &amp; learn your risks for diabetes &amp; obesity. RT this post for a chance to win game tickets!

#FlyEaglesFly #Sweepstakes

No purch nec. Select US states. 18+. Ends 12/27. See rules: t.co/ljlkFLYWVy","['eagl', 'tackleyourhealth', 'partner', 'novonordisku', 'amp', 'learn', 'risk', 'diabet', 'amp', 'obes', 'rt', 'post', 'chanc', 'win', 'game', 'ticket', 'flyeaglesfli', 'sweepstak', 'purch', 'nec', 'select', 'us', 'state', 'end', 'see', 'rule', 'tcoljlkflywvi']"
11527,obesity,"Single-centre, non-randomised clinical trial to investigate the effects of bariatric surgery on social experiences and biomarkers of well-being one year after surgery in individuals with severe obesity: a protocol for the ...  t.co/xzxA4Jv911 #medRxiv","['singlecentr', 'nonrandomis', 'clinic', 'trial', 'investig', 'effect', 'bariatr', 'surgeri', 'social', 'experi', 'biomark', 'wellb', 'one', 'year', 'surgeri', 'individu', 'sever', 'obes', 'protocol', 'tcoxzxajv', 'medrxiv']"
11529,obesity,@ChadNotChud sure obesity is important in its own right,"['chadnotchud', 'sure', 'obes', 'import', 'right']"
11532,obesity,@DavidSligar Eh idk maybe. But I think addressing obesity is an important public health issue and that almost certainly outweighs whatever effect here,"['davidsligar', 'eh', 'idk', 'mayb', 'think', 'address', 'obes', 'import', 'public', 'health', 'issu', 'almost', 'certainli', 'outweigh', 'whatev', 'effect']"
11537,obesity,"""Obesity is a disease in dire need of action,"" writes @NeilFlochMD of @NorwalkHospital and @Eggface of @ObesityAction.

""It is the stigma of #obesity that causes people to deny its presence and governments to avoid preventing and treating it.""

Read: t.co/i3aahzAYlT t.co/JegWIb4tI3","['obes', 'diseas', 'dire', 'need', 'action', 'write', 'neilflochmd', 'norwalkhospit', 'eggfac', 'obesityact', 'stigma', 'obes', 'caus', 'peopl', 'deni', 'presenc', 'govern', 'avoid', 'prevent', 'treat', 'read', 'tcoiaahzaylt', 'tcojegwibti']"
11542,obesity,"Do you know of any lifestyle intervention that simultaneously improves diabetes, hypertriglyceridemia, obesity, and NAFLD?

🤔🤔🤔🤔

Not mutually exclusive but, wouldn't it be smarter to look where NALDF originates instead of looking for pharmacological interventions? t.co/pzccK9zAg1","['know', 'lifestyl', 'intervent', 'simultan', 'improv', 'diabet', 'hypertriglyceridemia', 'obes', 'nafld', 'mutual', 'exclus', 'wouldnt', 'smarter', 'look', 'naldf', 'origin', 'instead', 'look', 'pharmacolog', 'intervent', 'tcopzcckzag']"
11551,obesity,"@kunley_drukpa @POLITlCSUK Remember that the population has increased dramatically, and we treat many more high risk illnesses due to many things - mainly obesity","['kunleydrukpa', 'politlcsuk', 'rememb', 'popul', 'increas', 'dramat', 'treat', 'mani', 'high', 'risk', 'ill', 'due', 'mani', 'thing', 'mainli', 'obes']"
11554,obesity,"@KoparaFallsKid @BethCharleston Agreed, but US death toll from Covid19 was higher than it should due to private heathcare, poverty, obesity, homelessness etc. Everything connects to everything else. Here we had Covid-zero until vaccination complete (legacy of Spanish Flu pandemic of 1919 - history repeats).","['koparafallskid', 'bethcharleston', 'agre', 'us', 'death', 'toll', 'covid', 'higher', 'due', 'privat', 'heathcar', 'poverti', 'obes', 'homeless', 'etc', 'everyth', 'connect', 'everyth', 'els', 'covidzero', 'vaccin', 'complet', 'legaci', 'spanish', 'flu', 'pandem', 'histori', 'repeat']"
11555,obesity,"@AJA_Cortes View it like obesity. Pits have a violent predisposition, made worse or lessened by their environment.

Genotype -&gt; phenotype.","['ajacort', 'view', 'like', 'obes', 'pit', 'violent', 'predisposit', 'made', 'wors', 'lessen', 'environ', 'genotyp', 'gt', 'phenotyp']"
11557,obesity,"@JenniferSey @washingtonpost COVID is one of the first real downstream results of the metabolic syndrome/obesity pandemic.  

Those refrigerator trucks outside hospitals?  They ran out of beds for extra large patients...","['jennifersey', 'washingtonpost', 'covid', 'one', 'first', 'real', 'downstream', 'result', 'metabol', 'syndromeobes', 'pandem', 'refriger', 'truck', 'outsid', 'hospit', 'ran', 'bed', 'extra', 'larg', 'patient']"
11562,obesity,"@patrick_oshag I find that these arguments are compelling from an obesity perspective, but most of the studies linked are for overweight people. I'm not sure if the same results would apply for people with already normal or low body fat","['patrickoshag', 'find', 'argument', 'compel', 'obes', 'perspect', 'studi', 'link', 'overweight', 'peopl', 'im', 'sure', 'result', 'would', 'appli', 'peopl', 'alreadi', 'normal', 'low', 'bodi', 'fat']"
11569,obesity,@UltraDane There is also increase in Covid deaths that comes with obesity.,"['ultradan', 'also', 'increas', 'covid', 'death', 'come', 'obes']"
11579,obesity,"@JoeSmit73584760 @MarkBski @KevinH_PhD You are correct, I never said (or wrote) that. Clearly the energy balance model posits that food intake changes are key. My only beef is with the difficulty of correlating obesity to factors changing through time -eg the guidelines argument and reduced physical activity levels.","['joesmit', 'markbski', 'kevinhphd', 'correct', 'never', 'said', 'wrote', 'clearli', 'energi', 'balanc', 'model', 'posit', 'food', 'intak', 'chang', 'key', 'beef', 'difficulti', 'correl', 'obes', 'factor', 'chang', 'time', 'eg', 'guidelin', 'argument', 'reduc', 'physic', 'activ', 'level']"
11585,obesity,"@peymamas @RyanMarino Last I checked, obesity is a serious health condition too. While its use still technically off-label, the mounjaro phase three clinical trial results for treating obesity were amazing. Why are you angry at people who, just like you, are trying to get medical help?","['peymama', 'ryanmarino', 'last', 'check', 'obes', 'seriou', 'health', 'condit', 'use', 'still', 'technic', 'offlabel', 'mounjaro', 'phase', 'three', 'clinic', 'trial', 'result', 'treat', 'obes', 'amaz', 'angri', 'peopl', 'like', 'tri', 'get', 'medic', 'help']"
11591,obesity,"New Research: The association between obesity and vitamin D deficiency modifies the progression of kidney disease after ischemia/reperfusion injury: Acute kidney injury (AKI) alters renal hemodynamics, leading to tubular injury, activating… t.co/NJyPaifOEn #Nutrition","['new', 'research', 'associ', 'obes', 'vitamin', 'defici', 'modifi', 'progress', 'kidney', 'diseas', 'ischemiareperfus', 'injuri', 'acut', 'kidney', 'injuri', 'aki', 'alter', 'renal', 'hemodynam', 'lead', 'tubular', 'injuri', 'activ', 'tconjypaifoen', 'nutrit']"
11594,obesity,Nearly all americans definitely will cast off obesity rather quickly as a result of by using this excellent formula t.co/XZmn5Qj2JH,"['nearli', 'american', 'definit', 'cast', 'obes', 'rather', 'quickli', 'result', 'use', 'excel', 'formula', 'tcoxzmnqjjh']"
11602,obesity,"@hodgetwins Lol!!!!!!

Amazing!!

Blacks are exempt from WORKING

Blacks are exempt from ""PERFORMANCE EVALUATIONS"", on jobs

Blacks are exempt from ""LEVEL PLAYINGFIELDS"" when job promotions are open

Blacks are exempt from MORBID OBESITY health concerns, LOSING WEIGHT hurts their feelings.","['hodgetwin', 'lol', 'amaz', 'black', 'exempt', 'work', 'black', 'exempt', 'perform', 'evalu', 'job', 'black', 'exempt', 'level', 'playingfield', 'job', 'promot', 'open', 'black', 'exempt', 'morbid', 'obes', 'health', 'concern', 'lose', 'weight', 'hurt', 'feel']"
11604,obesity,"Obesity is not one gene 🧬 

It’s a bunch of genes. Mostly genes in the brain 🧠 .

Not in the fat cells themselves.

Obesity is a brain condition as a result of an obesogenic environment. Most of the genes drive eating behavior when food is available in surplus","['obes', 'one', 'gene', 'bunch', 'gene', 'mostli', 'gene', 'brain', 'fat', 'cell', 'obes', 'brain', 'condit', 'result', 'obesogen', 'environ', 'gene', 'drive', 'eat', 'behavior', 'food', 'avail', 'surplu']"
11612,obesity,"Obesity is normally risky concerning our well being, quite a lot of the risks shown on this  webpage along with a neat solution t.co/EQhpAVkSAE","['obes', 'normal', 'riski', 'concern', 'well', 'quit', 'lot', 'risk', 'shown', 'webpag', 'along', 'neat', 'solut', 'tcoeqhpavksa']"
11613,obesity,"@alexstein99 1) Haiti's population is young.

2) There's little obesity, on account of the poverty.

3) People with suppressed immune systems died long ago.

4) There's little medical infrastructure, so COVID deaths are largely unreported.","['alexstein', 'haiti', 'popul', 'young', 'there', 'littl', 'obes', 'account', 'poverti', 'peopl', 'suppress', 'immun', 'system', 'die', 'long', 'ago', 'there', 'littl', 'medic', 'infrastructur', 'covid', 'death', 'larg', 'unreport']"
11615,obesity,.@WizkidtheLegend I hope you can confirm there has been no previous feud or mention of anybody’s parents. you clowns have a habit of playing the victim card all to well. Keep the same energy tomorrow when we start by ranking all of wizkid’s relatives on an obesity scale.,"['wizkidthelegend', 'hope', 'confirm', 'previou', 'feud', 'mention', 'anybodi', 'parent', 'clown', 'habit', 'play', 'victim', 'card', 'well', 'keep', 'energi', 'tomorrow', 'start', 'rank', 'wizkid', 'rel', 'obes', 'scale']"
11616,obesity,Yokozuna underwent tests to get a license in New York and failed the physical due to obesity and an irregular heartbeat. [11/97],"['yokozuna', 'underw', 'test', 'get', 'licens', 'new', 'york', 'fail', 'physic', 'due', 'obes', 'irregular', 'heartbeat', '']"
11619,obesity,Make the most of this kind of eating plan hidden secret if you want to get rid of your obesity very quickly but also bring back health and wellness  t.co/WtK7NpFQUg,"['make', 'kind', 'eat', 'plan', 'hidden', 'secret', 'want', 'get', 'rid', 'obes', 'quickli', 'also', 'bring', 'back', 'health', 'well', 'tcowtknpfqug']"
11620,obesity,America's obesity problem where 1 out of 3 people weighs the same as the other two combined.,"['america', 'obes', 'problem', 'peopl', 'weigh', 'two', 'combin']"
