,topic,tweet,tweet_tokenized
11020,obesity,"@imr0tting same those ""i hate all fat ppl for no reason🤬"" guys are weirdos but so are ""health at every size!! normalize obesity!!"" ppl","['imrtting', 'same', 'those', 'i', 'hate', 'all', 'fat', 'ppl', 'for', 'no', 'reason', 'guys', 'are', 'weirdos', 'but', 'so', 'are', 'health', 'at', 'every', 'size', 'normalize', 'obesity', 'ppl']"
11021,obesity,Multiple americans can potentially cast off obesity very fast simply by choosing the foregoing tactic t.co/ebFIbb8qzd t.co/Om8XbHEHr7,"['multiple', 'americans', 'can', 'potentially', 'cast', 'off', 'obesity', 'very', 'fast', 'simply', 'by', 'choosing', 'the', 'foregoing', 'tactic', 'tcoebfibbqzd', 'tcoomxbhehr']"
11022,obesity,"@Kaylan_TX @airaallday @TabbyWesa @itsJeffTiedrich Sounds biased, and quite mean. Is she one of these privileged people who was slim but able to eat whatever she wanted? They look down on obesity. It's a disease. I know, it's in my family.","['kaylantx', 'airaallday', 'tabbywesa', 'itsjefftiedrich', 'sounds', 'biased', 'and', 'quite', 'mean', 'is', 'she', 'one', 'of', 'these', 'privileged', 'people', 'who', 'was', 'slim', 'but', 'able', 'to', 'eat', 'whatever', 'she', 'wanted', 'they', 'look', 'down', 'on', 'obesity', 'its', 'a', 'disease', 'i', 'know', 'its', 'in', 'my', 'family']"
11024,obesity,"Interesting Read: t.co/vNHxe2Iacr

@NaveenSankarS #health #TrendingNow #NowStreaming #twitter #obesity","['interesting', 'read', 'tcovnhxeiacr', 'naveensankars', 'health', 'trendingnow', 'nowstreaming', 'twitter', 'obesity']"
11033,obesity,"The worldwide shortage of #Wegovy #Ozempic has serious, life-threatening consequences for those who need these medications for the treatment of #obesity &amp; #diabetes

Our @RedstoneGWSPH Chair speaks below on the implications of social media &amp; off-label use fueling the shortage: t.co/iI78PUCevK","['the', 'worldwide', 'shortage', 'of', 'wegovy', 'ozempic', 'has', 'serious', 'lifethreatening', 'consequences', 'for', 'those', 'who', 'need', 'these', 'medications', 'for', 'the', 'treatment', 'of', 'obesity', 'amp', 'diabetes', 'our', 'redstonegwsph', 'chair', 'speaks', 'below', 'on', 'the', 'implications', 'of', 'social', 'media', 'amp', 'offlabel', 'use', 'fueling', 'the', 'shortage', 'tcoiipucevk']"
11036,obesity,"@RSTampi1 It's a factor but lifestyle is more important for some health problems, particularly diabetes obesity, and heart disease.","['rstampi', 'its', 'a', 'factor', 'but', 'lifestyle', 'is', 'more', 'important', 'for', 'some', 'health', 'problems', 'particularly', 'diabetes', 'obesity', 'and', 'heart', 'disease']"
11037,obesity,#FitnessAddict #GymLife You truly are taking a chance on the well-being if you are stocking obesity... examine this type of web page t.co/So17SaYEt7 t.co/toxjLK4Jus,"['fitnessaddict', 'gymlife', 'you', 'truly', 'are', 'taking', 'a', 'chance', 'on', 'the', 'wellbeing', 'if', 'you', 'are', 'stocking', 'obesity', 'examine', 'this', 'type', 'of', 'web', 'page', 'tcososayet', 'tcotoxjlkjus']"
11039,obesity,"How to destroy a generation:

• Addict them to sugar, seed oils, and nicotine
• $100k+ in non bankruptable debt
• No chance of buying a home
• No meaningful relationships
• An unlimited supply of cheap dopamine
• Celebrate obesity
• Normalize pornography

No more.","['how', 'to', 'destroy', 'a', 'generation', 'addict', 'them', 'to', 'sugar', 'seed', 'oils', 'and', 'nicotine', 'k', 'in', 'non', 'bankruptable', 'debt', 'no', 'chance', 'of', 'buying', 'a', 'home', 'no', 'meaningful', 'relationships', 'an', 'unlimited', 'supply', 'of', 'cheap', 'dopamine', 'celebrate', 'obesity', 'normalize', 'pornography', 'no', 'more']"
11040,obesity,@WCIRDC highlights include more details on 3 sequential doses of AMG-133 the long-acting antibody containing GIPR antagonist-GLP-1R agonist activity in PPL with #obesity without #T2D @Amgen Gotta luv and respect the mysteries and clinical potential of incretin biology #weightloss t.co/h3s58s9iw8,"['wcirdc', 'highlights', 'include', 'more', 'details', 'on', 'sequential', 'doses', 'of', 'amg', 'the', 'longacting', 'antibody', 'containing', 'gipr', 'antagonistglpr', 'agonist', 'activity', 'in', 'ppl', 'with', 'obesity', 'without', 'td', 'amgen', 'gotta', 'luv', 'and', 'respect', 'the', 'mysteries', 'and', 'clinical', 'potential', 'of', 'incretin', 'biology', 'weightloss', 'tcohssiw']"
11042,obesity,Positively charged nanomaterials treat obesity anywhere you want: Researchers have long been working on how to treat obesity... t.co/a7xe2Be4eY | @physorg_com #PositivelyCharged #Nanomaterials #Obesity t.co/boubEBDM92,"['positively', 'charged', 'nanomaterials', 'treat', 'obesity', 'anywhere', 'you', 'want', 'researchers', 'have', 'long', 'been', 'working', 'on', 'how', 'to', 'treat', 'obesity', 'tcoaxebeey', 'physorgcom', 'positivelycharged', 'nanomaterials', 'obesity', 'tcoboubebdm']"
11043,obesity,Wipe out symptoms with healthiness plus obesity each time you explore this training t.co/Hpo9TCJ6rp,"['wipe', 'out', 'symptoms', 'with', 'healthiness', 'plus', 'obesity', 'each', 'time', 'you', 'explore', 'this', 'training', 'tcohpotcjrp']"
11046,obesity,"The ""National Diabetes and Obesity Research Institute"" that Phil Bryant created...what does it do?","['the', 'national', 'diabetes', 'and', 'obesity', 'research', 'institute', 'that', 'phil', 'bryant', 'createdwhat', 'does', 'it', 'do']"
11049,obesity,"Adoption of front-of-pack nutrition warnings can help decrease obesity, cardiovascular disease and some cancers in the Americas t.co/epFKzY3ZfW","['adoption', 'of', 'frontofpack', 'nutrition', 'warnings', 'can', 'help', 'decrease', 'obesity', 'cardiovascular', 'disease', 'and', 'some', 'cancers', 'in', 'the', 'americas', 'tcoepfkzyzfw']"
11050,obesity,Now reading Hoodia ? Weight loss pill for obesity treatment t.co/qpi1tOO73S #WeightLoss #diet #loseweight #health #fitness #fitnessgirl #FitnessMotivation #FitnessGoals #fitnessjourney #fitnesslifestyle #fitover40 #fitover50 #fitchick #F4F,"['now', 'reading', 'hoodia', 'weight', 'loss', 'pill', 'for', 'obesity', 'treatment', 'tcoqpitoos', 'weightloss', 'diet', 'loseweight', 'health', 'fitness', 'fitnessgirl', 'fitnessmotivation', 'fitnessgoals', 'fitnessjourney', 'fitnesslifestyle', 'fitover', 'fitover', 'fitchick', 'ff']"
11063,obesity,"You will get lots more energy level; a healthier overall body and as well , and also greatly reduce obesity when you perform the foregoing application t.co/NOm1mZQv97","['you', 'will', 'get', 'lots', 'more', 'energy', 'level', 'a', 'healthier', 'overall', 'body', 'and', 'as', 'well', 'and', 'also', 'greatly', 'reduce', 'obesity', 'when', 'you', 'perform', 'the', 'foregoing', 'application', 'tconommzqv']"
11064,obesity,Maternal obesity driven changes in collagen linearity of breast extracellular matrix induces invasive mammary epithelial cell phenotype  t.co/GrAncZzQkv #bioRxiv,"['maternal', 'obesity', 'driven', 'changes', 'in', 'collagen', 'linearity', 'of', 'breast', 'extracellular', 'matrix', 'induces', 'invasive', 'mammary', 'epithelial', 'cell', 'phenotype', 'tcogranczzqkv', 'biorxiv']"
11070,obesity,The only time I really see a pack of morbidly obese Karens IRL is when I have to go to a hospital. It’s like you being on the verge of death by obesity is required to qualify for a hospital administration job,"['the', 'only', 'time', 'i', 'really', 'see', 'a', 'pack', 'of', 'morbidly', 'obese', 'karens', 'irl', 'is', 'when', 'i', 'have', 'to', 'go', 'to', 'a', 'hospital', 'it', 's', 'like', 'you', 'being', 'on', 'the', 'verge', 'of', 'death', 'by', 'obesity', 'is', 'required', 'to', 'qualify', 'for', 'a', 'hospital', 'administration', 'job']"
11071,obesity,"Recent surveys show that the No. 1 preventative health issue in American dogs today is obesity. Managing the weight of our dogs can be just as difficult as managing our own, often because owners don’t t.co/w1VYa6kurn","['recent', 'surveys', 'show', 'that', 'the', 'no', 'preventative', 'health', 'issue', 'in', 'american', 'dogs', 'today', 'is', 'obesity', 'managing', 'the', 'weight', 'of', 'our', 'dogs', 'can', 'be', 'just', 'as', 'difficult', 'as', 'managing', 'our', 'own', 'often', 'because', 'owners', 'don', 't', 'tcowvyakurn']"
11074,obesity,"@drdenwalker Have heard that the French have decidedly LESS cardiac &amp; obesity rates, specifically b/c they do NOT drink cow's milk.

Creams they consume are ""neutralized"" &amp; aren't ""deposited"" in body b/c of cultural consumption of WINE.

True?","['drdenwalker', 'have', 'heard', 'that', 'the', 'french', 'have', 'decidedly', 'less', 'cardiac', 'amp', 'obesity', 'rates', 'specifically', 'bc', 'they', 'do', 'not', 'drink', 'cows', 'milk', 'creams', 'they', 'consume', 'are', 'neutralized', 'amp', 'arent', 'deposited', 'in', 'body', 'bc', 'of', 'cultural', 'consumption', 'of', 'wine', 'true']"
11075,obesity,#WeightLoss #HardBody Burning off obesity successfully gets started in retrieving ones physical health utilizing the facts and techniques characterized inside of this training t.co/yU4x1Vhm22 t.co/NON4zfSZ3r,"['weightloss', 'hardbody', 'burning', 'off', 'obesity', 'successfully', 'gets', 'started', 'in', 'retrieving', 'ones', 'physical', 'health', 'utilizing', 'the', 'facts', 'and', 'techniques', 'characterized', 'inside', 'of', 'this', 'training', 'tcoyuxvhm', 'tcononzfszr']"
11078,obesity,You can be taking a chance on all your well being if you are carrying obesity; visit the foregoing training t.co/oNJKQgbk83,"['you', 'can', 'be', 'taking', 'a', 'chance', 'on', 'all', 'your', 'well', 'being', 'if', 'you', 'are', 'carrying', 'obesity', 'visit', 'the', 'foregoing', 'training', 'tcoonjkqgbk']"
11079,obesity,"@Nunsleuth @DrMMGilchrist1 I’ve all the family stuff. Including a C19 letter from someone after my g+grandpa’s job as Assay Master in Anglesey, saying he was no longer up to it due to “age &amp; obesity” 🤣","['nunsleuth', 'drmmgilchrist', 'i', 've', 'all', 'the', 'family', 'stuff', 'including', 'a', 'c', 'letter', 'from', 'someone', 'after', 'my', 'ggrandpa', 's', 'job', 'as', 'assay', 'master', 'in', 'anglesey', 'saying', 'he', 'was', 'no', 'longer', 'up', 'to', 'it', 'due', 'to', 'age', 'amp', 'obesity', '']"
11080,obesity,"@lovebugletters I loved the fables in the film, but I try to understand. My Mom was white, so I haven't experienced the prejudice that African-Americans have faced. I DO know that things can hurt, especially children. I remember a song making fun of obesity on The Electric Company. I cried.💔","['lovebugletters', 'i', 'loved', 'the', 'fables', 'in', 'the', 'film', 'but', 'i', 'try', 'to', 'understand', 'my', 'mom', 'was', 'white', 'so', 'i', 'havent', 'experienced', 'the', 'prejudice', 'that', 'africanamericans', 'have', 'faced', 'i', 'do', 'know', 'that', 'things', 'can', 'hurt', 'especially', 'children', 'i', 'remember', 'a', 'song', 'making', 'fun', 'of', 'obesity', 'on', 'the', 'electric', 'company', 'i', 'cried', '']"
11088,obesity,"@david_9illies @todd_harrison many things you don't understand.  Might want to research alcohol and obesity deaths yearly vs marijuana overdose.  On the ""ruin others lives"" I have yet to meet any of those either.  unless lives youre referring to are doritos chips.","['davidillies', 'toddharrison', 'many', 'things', 'you', 'dont', 'understand', 'might', 'want', 'to', 'research', 'alcohol', 'and', 'obesity', 'deaths', 'yearly', 'vs', 'marijuana', 'overdose', 'on', 'the', 'ruin', 'others', 'lives', 'i', 'have', 'yet', 'to', 'meet', 'any', 'of', 'those', 'either', 'unless', 'lives', 'youre', 'referring', 'to', 'are', 'doritos', 'chips']"
11091,obesity,Amgen says experimental obesity drug has promising durability By Reuters t.co/0JIbK5v0DJ #breakingnews,"['amgen', 'says', 'experimental', 'obesity', 'drug', 'has', 'promising', 'durability', 'by', 'reuters', 'tcojibkvdj', 'breakingnews']"
11093,obesity,"Amgen Inc's experimental obesity drug demonstrated promising durability trends in an early trial, paving the way for a larger mid-stage study early next year, company officials said ahead of a data presentation on Saturday. t.co/WGt2Uk2P7v","['amgen', 'incs', 'experimental', 'obesity', 'drug', 'demonstrated', 'promising', 'durability', 'trends', 'in', 'an', 'early', 'trial', 'paving', 'the', 'way', 'for', 'a', 'larger', 'midstage', 'study', 'early', 'next', 'year', 'company', 'officials', 'said', 'ahead', 'of', 'a', 'data', 'presentation', 'on', 'saturday', 'tcowgtukpv']"
11095,obesity,Amgen says experimental obesity drug has promising durability - t.co/4efmceSbUo,"['amgen', 'says', 'experimental', 'obesity', 'drug', 'has', 'promising', 'durability', 'tcoefmcesbuo']"
11098,obesity,Amgen says experimental obesity drug has promising durability t.co/DievB0bZrI t.co/sxW1dQ619T,"['amgen', 'says', 'experimental', 'obesity', 'drug', 'has', 'promising', 'durability', 'tcodievbbzri', 'tcosxwdqt']"
11099,obesity,"Not even remotely close..

The #UnitedStates 🇺🇸 leads the developed world in:

#MassShootings
#TotalCrimes
#DrugUse
#Obesity 
#Rape 
#Prisoners
#CostofHealthCare ( without even having M4A 😳😳 )
#MilitarySpending ( more than #China, #Russia,  #Japan, #India and #NATO combined )","['not', 'even', 'remotely', 'close', 'the', 'unitedstates', 'leads', 'the', 'developed', 'world', 'in', 'massshootings', 'totalcrimes', 'druguse', 'obesity', 'rape', 'prisoners', 'costofhealthcare', 'without', 'even', 'having', 'ma', 'militaryspending', 'more', 'than', 'china', 'russia', 'japan', 'india', 'and', 'nato', 'combined', '']"
11102,obesity,Amgen says experimental obesity drug has promising durability $AMGN t.co/7qwlq0JFfg,"['amgen', 'says', 'experimental', 'obesity', 'drug', 'has', 'promising', 'durability', 'amgn', 'tcoqwlqjffg']"
11104,obesity,Amgen says experimental obesity drug has promising durability - t.co/tcKNMDI3iO,"['amgen', 'says', 'experimental', 'obesity', 'drug', 'has', 'promising', 'durability', 'tcotcknmdiio']"
11105,obesity,Amgen says experimental obesity drug has promising durability t.co/jbVui0HDrh t.co/eNFmRrnlGs,"['amgen', 'says', 'experimental', 'obesity', 'drug', 'has', 'promising', 'durability', 'tcojbvuihdrh', 'tcoenfmrrnlgs']"
11106,obesity,"⚠️ AMGEN SAYS EXPERIMENTAL OBESITY DRUG HAS PROMISING DURABILITY

- Full story via Reuters at t.co/s7nWjbjzf0","['', 'amgen', 'says', 'experimental', 'obesity', 'drug', 'has', 'promising', 'durability', 'full', 'story', 'via', 'reuters', 'at', 'tcosnwjbjzf']"
11107,obesity,"Given obesity epidemic, a good diagnostic combined with good outcomes data will lead to rapid expansion of market.","['given', 'obesity', 'epidemic', 'a', 'good', 'diagnostic', 'combined', 'with', 'good', 'outcomes', 'data', 'will', 'lead', 'to', 'rapid', 'expansion', 'of', 'market']"
11108,obesity,"@janice_martin5 We need a frontline for toxic forms of tobacco, not for a mild stimulant.

FYI, if every adult on Earth wore a nicotine patch every day, all of the following would drop:

-smoking
-smoking-related death
-Parkinson's &amp; Alzheimer's
-obesity
-#neurodiversity problems
-depression... t.co/YImxaPTS2I","['janicemartin', 'we', 'need', 'a', 'frontline', 'for', 'toxic', 'forms', 'of', 'tobacco', 'not', 'for', 'a', 'mild', 'stimulant', 'fyi', 'if', 'every', 'adult', 'on', 'earth', 'wore', 'a', 'nicotine', 'patch', 'every', 'day', 'all', 'of', 'the', 'following', 'would', 'drop', 'smoking', 'smokingrelated', 'death', 'parkinsons', 'amp', 'alzheimers', 'obesity', 'neurodiversity', 'problems', 'depression', 'tcoyimxaptsi']"
11110,obesity,"+ This generation can spend the night binge watching @netflix so much so that obesity is a major issue, worse, not interested in sex, birth rates are declining. However they all seem to have gym memberships or own a @onepeloton ! For show. 

Will they be healthy in future?","['', 'this', 'generation', 'can', 'spend', 'the', 'night', 'binge', 'watching', 'netflix', 'so', 'much', 'so', 'that', 'obesity', 'is', 'a', 'major', 'issue', 'worse', 'not', 'interested', 'in', 'sex', 'birth', 'rates', 'are', 'declining', 'however', 'they', 'all', 'seem', 'to', 'have', 'gym', 'memberships', 'or', 'own', 'a', 'onepeloton', 'for', 'show', 'will', 'they', 'be', 'healthy', 'in', 'future']"
11115,obesity,"@DanielHadas2 You're in England, correct?  You guys are right behind us in obesity/T2D issues.  That means your dietary academic community is failing -- in much the same way the COVID academic community failed the public.  

Here's a start.
t.co/4YyZzB7fEm","['danielhadas', 'youre', 'in', 'england', 'correct', 'you', 'guys', 'are', 'right', 'behind', 'us', 'in', 'obesitytd', 'issues', 'that', 'means', 'your', 'dietary', 'academic', 'community', 'is', 'failing', 'in', 'much', 'the', 'same', 'way', 'the', 'covid', 'academic', 'community', 'failed', 'the', 'public', 'heres', 'a', 'start', 'tcoyyzzbfem']"
11121,obesity,@brookewyrick8 Nobody has ever died from obesity. The leading cause of death is diabetes followed closely by Covid thanks to Republicans who refused to wear 2 masks,"['brookewyrick', 'nobody', 'has', 'ever', 'died', 'from', 'obesity', 'the', 'leading', 'cause', 'of', 'death', 'is', 'diabetes', 'followed', 'closely', 'by', 'covid', 'thanks', 'to', 'republicans', 'who', 'refused', 'to', 'wear', 'masks']"
11125,obesity,"Obesity is normally risky concerning our well being, quite a lot of the risks shown on this  webpage along with a neat solution t.co/gfAZy8K9V4","['obesity', 'is', 'normally', 'risky', 'concerning', 'our', 'well', 'being', 'quite', 'a', 'lot', 'of', 'the', 'risks', 'shown', 'on', 'this', 'webpage', 'along', 'with', 'a', 'neat', 'solution', 'tcogfazykv']"
11140,obesity,"@DrNadolsky So what is, then?

Asking as someone who has helped turn around countless cases of both obesity and diabetes in 100 countries… so curious as to your thoughts.","['drnadolsky', 'so', 'what', 'is', 'then', 'asking', 'as', 'someone', 'who', 'has', 'helped', 'turn', 'around', 'countless', 'cases', 'of', 'both', 'obesity', 'and', 'diabetes', 'in', 'countries', 'so', 'curious', 'as', 'to', 'your', 'thoughts']"
11143,obesity,"The three types of rural areas:
1) resort based around mineral spa, skiing, or national park. Everyone is hot &amp; rich
2) ex-cult commune. People are old, rich, &amp; love crystals. Pretty buildings
3) legacy extraction settlements. 90% obesity, chicken processing plant main employer","['the', 'three', 'types', 'of', 'rural', 'areas', 'resort', 'based', 'around', 'mineral', 'spa', 'skiing', 'or', 'national', 'park', 'everyone', 'is', 'hot', 'amp', 'rich', 'excult', 'commune', 'people', 'are', 'old', 'rich', 'amp', 'love', 'crystals', 'pretty', 'buildings', 'legacy', 'extraction', 'settlements', 'obesity', 'chicken', 'processing', 'plant', 'main', 'employer']"
11153,obesity,"@bluebird21833 Great comment thanks for sharing. Lack of exercise, being overweight &amp; family history can definitely increase your chances of developing Dementia. Trump's obesity &amp; riding around in his golf cart isn't a good for anybody. Still no cure for Alzheimer's which is heartbreaking 4 All","['bluebird', 'great', 'comment', 'thanks', 'for', 'sharing', 'lack', 'of', 'exercise', 'being', 'overweight', 'amp', 'family', 'history', 'can', 'definitely', 'increase', 'your', 'chances', 'of', 'developing', 'dementia', 'trumps', 'obesity', 'amp', 'riding', 'around', 'in', 'his', 'golf', 'cart', 'isnt', 'a', 'good', 'for', 'anybody', 'still', 'no', 'cure', 'for', 'alzheimers', 'which', 'is', 'heartbreaking', 'all']"
11155,obesity,"@whyyous0mad4 @NightsOutlaw @LostLeanore Listen, I know we have an obesity problem and it can get pretty confusing when you see someone with a normal, healthy body weight all of a sudden but just take a few deep breaths and relax. The trauma of this moment will pass.","['whyyousmad', 'nightsoutlaw', 'lostleanore', 'listen', 'i', 'know', 'we', 'have', 'an', 'obesity', 'problem', 'and', 'it', 'can', 'get', 'pretty', 'confusing', 'when', 'you', 'see', 'someone', 'with', 'a', 'normal', 'healthy', 'body', 'weight', 'all', 'of', 'a', 'sudden', 'but', 'just', 'take', 'a', 'few', 'deep', 'breaths', 'and', 'relax', 'the', 'trauma', 'of', 'this', 'moment', 'will', 'pass']"
11157,obesity,"#Cancer #Obesity #CellularReality

""The investigators speculate that these findings are driven in part by the obesity epidemic, a hypothesis that is both provocative and plausible.""

t.co/OcvX7b0rlF t.co/KZUyOUPfCe

#SharedFacts #HealthScience #HumanReasoning","['cancer', 'obesity', 'cellularreality', 'the', 'investigators', 'speculate', 'that', 'these', 'findings', 'are', 'driven', 'in', 'part', 'by', 'the', 'obesity', 'epidemic', 'a', 'hypothesis', 'that', 'is', 'both', 'provocative', 'and', 'plausible', 'tcoocvxbrlf', 'tcokzuyoupfce', 'sharedfacts', 'healthscience', 'humanreasoning']"
11159,obesity,@viledeity_ Jesus. They won't make it to 2026 with that obesity.,"['viledeity', 'jesus', 'they', 'wont', 'make', 'it', 'to', 'with', 'that', 'obesity']"
11166,obesity,"Global prevalence of #NAFLD from 2020 study linked below, take charge if you are affected: 

1. Low carbs
2. Intermittent fasting
3. Avoid seed oils 

Same steps also work for #obesity and #type2diabetes t.co/qtTsciKvOd","['global', 'prevalence', 'of', 'nafld', 'from', 'study', 'linked', 'below', 'take', 'charge', 'if', 'you', 'are', 'affected', 'low', 'carbs', 'intermittent', 'fasting', 'avoid', 'seed', 'oils', 'same', 'steps', 'also', 'work', 'for', 'obesity', 'and', 'typediabetes', 'tcoqttscikvod']"
11168,obesity,Semaglutide is an excellent weight loss drug. Side effects mostly nausea and diarrhea which are usually mild and subside with time. Worth it considering one can lose up to 15% of their body weight. It'll be mainstay of obesity treatment.NEJM article here. t.co/71M15RfzmF t.co/OtZFJXm3gA,"['semaglutide', 'is', 'an', 'excellent', 'weight', 'loss', 'drug', 'side', 'effects', 'mostly', 'nausea', 'and', 'diarrhea', 'which', 'are', 'usually', 'mild', 'and', 'subside', 'with', 'time', 'worth', 'it', 'considering', 'one', 'can', 'lose', 'up', 'to', 'of', 'their', 'body', 'weight', 'itll', 'be', 'mainstay', 'of', 'obesity', 'treatmentnejm', 'article', 'here', 'tcomrfzmf', 'tcootzfjxmga']"
11170,obesity,"WATCH: IMPLICATIONS OF INCREASING INCIDENCE OF OBESITY IN GHANA 06/12/22
t.co/lS7UtCOw7d

Source: UTV Ghana Online","['watch', 'implications', 'of', 'increasing', 'incidence', 'of', 'obesity', 'in', 'ghana', 'tcolsutcowd', 'source', 'utv', 'ghana', 'online']"
11171,obesity,"If you have obesity, prediabetes, or diabetes type 2 you need to do everything in your power to reverse it.

Your doctors are happy to see you every 3 months for refills of your medications, it has to come from within you to make a change and stand up!","['if', 'you', 'have', 'obesity', 'prediabetes', 'or', 'diabetes', 'type', 'you', 'need', 'to', 'do', 'everything', 'in', 'your', 'power', 'to', 'reverse', 'it', 'your', 'doctors', 'are', 'happy', 'to', 'see', 'you', 'every', 'months', 'for', 'refills', 'of', 'your', 'medications', 'it', 'has', 'to', 'come', 'from', 'within', 'you', 'to', 'make', 'a', 'change', 'and', 'stand', 'up']"
11174,obesity,"The last time I posted this recipe i mentioned this: look at the amount of sugar in one can of Manwich. 

6 grams of sugar per serving @ 6 servings per can = 36 grams. 

2 cans = 72 grams of sugar! 

It’s no wonder we have an obesity epidemic in this country. t.co/PJY0QloGZI","['the', 'last', 'time', 'i', 'posted', 'this', 'recipe', 'i', 'mentioned', 'this', 'look', 'at', 'the', 'amount', 'of', 'sugar', 'in', 'one', 'can', 'of', 'manwich', 'grams', 'of', 'sugar', 'per', 'serving', 'servings', 'per', 'can', 'grams', 'cans', 'grams', 'of', 'sugar', 'it', 's', 'no', 'wonder', 'we', 'have', 'an', 'obesity', 'epidemic', 'in', 'this', 'country', 'tcopjyqlogzi']"
11177,obesity,"Supplementation with butyrate (a short-chain fatty acid) improved weight in children with #obesity (number needed to treat = 2). 

#MedTwitter #microbiome 

t.co/k3SwTTZcHd","['supplementation', 'with', 'butyrate', 'a', 'shortchain', 'fatty', 'acid', 'improved', 'weight', 'in', 'children', 'with', 'obesity', 'number', 'needed', 'to', 'treat', 'medtwitter', 'microbiome', 'tcokswttzchd']"
11182,obesity,"@goodfoodgal The perfect combination. Sugar, obesity, bordering diabetes and several vaxinations and age… =💀💀💀","['goodfoodgal', 'the', 'perfect', 'combination', 'sugar', 'obesity', 'bordering', 'diabetes', 'and', 'several', 'vaxinations', 'and', 'age', '']"
11193,obesity,@YNot99872327 @ZubyMusic Male obesity has risen too.,"['ynot', 'zubymusic', 'male', 'obesity', 'has', 'risen', 'too']"
11197,obesity,"We are pleased to invite you to our next edition of BE-STEMM Seminar Series on Thursday December 15, 2022 by @mcdowell_sheri

She will be speaking on ""Obesity associated inflammation and cancer progression""

Be sure to book a spot. REGISTRATION LINK BELOW
t.co/L8OeFy5Twj t.co/IvhzvyvIk4","['we', 'are', 'pleased', 'to', 'invite', 'you', 'to', 'our', 'next', 'edition', 'of', 'bestemm', 'seminar', 'series', 'on', 'thursday', 'december', 'by', 'mcdowellsheri', 'she', 'will', 'be', 'speaking', 'on', 'obesity', 'associated', 'inflammation', 'and', 'cancer', 'progression', 'be', 'sure', 'to', 'book', 'a', 'spot', 'registration', 'link', 'below', 'tcoloefytwj', 'tcoivhzvyvik']"
11198,obesity,"@aaronhoyland Half the peasant farmers in Europe died of plague. They really should have got more fresh air and exercise, and watched their obesity levels","['aaronhoyland', 'half', 'the', 'peasant', 'farmers', 'in', 'europe', 'died', 'of', 'plague', 'they', 'really', 'should', 'have', 'got', 'more', 'fresh', 'air', 'and', 'exercise', 'and', 'watched', 'their', 'obesity', 'levels']"
11200,obesity,"Unchecked stress can affect your health significantly, causing anxiety, depression, headaches, chest pain, sleep problems, high blood pressure, heart disease, obesity, diabetes, and more, according to the Mayo Clinic. t.co/oYMomZuWk5","['unchecked', 'stress', 'can', 'affect', 'your', 'health', 'significantly', 'causing', 'anxiety', 'depression', 'headaches', 'chest', 'pain', 'sleep', 'problems', 'high', 'blood', 'pressure', 'heart', 'disease', 'obesity', 'diabetes', 'and', 'more', 'according', 'to', 'the', 'mayo', 'clinic', 'tcooymomzuwk']"
11203,obesity,"@trialsofjob @SealOfTheEnd @bvanhall32 a bit of both. I think that 30 years into the obesity epidemic, a lot of men have convinced themselves that just because they can get it up for a hambeast, they must actually like them. It's a kind of stockholm syndrome. 

But I also think OP's thread has a selection bias","['trialsofjob', 'sealoftheend', 'bvanhall', 'a', 'bit', 'of', 'both', 'i', 'think', 'that', 'years', 'into', 'the', 'obesity', 'epidemic', 'a', 'lot', 'of', 'men', 'have', 'convinced', 'themselves', 'that', 'just', 'because', 'they', 'can', 'get', 'it', 'up', 'for', 'a', 'hambeast', 'they', 'must', 'actually', 'like', 'them', 'its', 'a', 'kind', 'of', 'stockholm', 'syndrome', 'but', 'i', 'also', 'think', 'ops', 'thread', 'has', 'a', 'selection', 'bias']"
11209,obesity,"New Research: Nutritional status, food consumption, lifestyle, and physical fitness in rural and urban elementary school children in Northeast China: Childhood obesity is observed not only in developed countries but also in some developing… t.co/Sq6Z2NkF8F #Nutrition","['new', 'research', 'nutritional', 'status', 'food', 'consumption', 'lifestyle', 'and', 'physical', 'fitness', 'in', 'rural', 'and', 'urban', 'elementary', 'school', 'children', 'in', 'northeast', 'china', 'childhood', 'obesity', 'is', 'observed', 'not', 'only', 'in', 'developed', 'countries', 'but', 'also', 'in', 'some', 'developing', 'tcosqznkff', 'nutrition']"
11218,obesity,"Summary of National Guidance for Lipid Management for Primary &amp; Secondary Prevention of CVD
t.co/w4Isd11kbg
#CardioTwitter #cardiologia #cardiology #Cardiovascular @Novartis #MedTwitter #primarycare @Amgen #internalmedicine #telemedicine #TwitteRx #obesity #PharmaTwitter t.co/riz3cIvuw6","['summary', 'of', 'national', 'guidance', 'for', 'lipid', 'management', 'for', 'primary', 'amp', 'secondary', 'prevention', 'of', 'cvd', 'tcowisdkbg', 'cardiotwitter', 'cardiologia', 'cardiology', 'cardiovascular', 'novartis', 'medtwitter', 'primarycare', 'amgen', 'internalmedicine', 'telemedicine', 'twitterx', 'obesity', 'pharmatwitter', 'tcorizcivuw']"
